"state","year","atopally","defense","offense","neutral","nonagg","consul","number","transyr","atopid1","atopid2","atopid3","atopid4","atopid5","atopid6","atopid7","atopid8","atopid9","atopid10","atopid11","atopid12","atopid13","atopid14","atopid15","atopid16","atopid17","atopid18","atopid19","atopid20","atopid21","atopid22","atopid23","atopid24","atopid25","atopid26","atopid27","atopid28","atopid29","atopid30","atopid31","atopid32","atopid33","atopid34","atopid35","atopid36","atopid37","atopid38","atopid39","atopid40","atopid41","atopid42","version"
2,1986,1,1,0,0,1,1,13,0,3075,3150,3180,3210,3215,3240,3355,3360,3370,3375,3740,3795,3925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2,1987,1,1,0,0,1,1,13,0,3075,3150,3180,3210,3215,3240,3355,3360,3370,3375,3740,3795,3925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2,1988,1,1,0,0,1,1,13,0,3075,3150,3180,3210,3215,3240,3355,3360,3370,3375,3740,3795,3925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2,1989,1,1,0,0,1,1,13,0,3075,3150,3180,3210,3215,3240,3355,3360,3370,3375,3740,3795,3925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2,1990,1,1,0,0,1,1,13,1,3075,3150,3180,3210,3215,3240,3355,3360,3370,3375,3740,3795,3925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2,1991,1,1,0,0,1,1,13,1,3075,3150,3180,3210,3215,3240,3355,3360,3370,3375,3740,3795,3925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2,1992,1,1,0,0,1,1,13,1,3075,3150,3180,3210,3215,3240,3355,3360,3370,3375,3740,3795,4265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2,1993,1,1,0,0,1,1,13,0,3075,3150,3180,3210,3215,3240,3355,3360,3370,3375,3740,3795,4265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2,1994,1,1,0,0,1,1,13,0,3075,3150,3180,3210,3215,3240,3355,3360,3370,3375,3740,3795,4265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2,1995,1,1,0,0,1,1,13,0,3075,3150,3180,3210,3215,3240,3355,3360,3370,3375,3740,3795,4265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2,1996,1,1,0,0,1,1,13,0,3075,3150,3180,3210,3215,3240,3355,3360,3370,3375,3740,3795,4265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2,1997,1,1,0,0,1,1,13,0,3075,3150,3180,3210,3215,3240,3355,3360,3370,3375,3740,3795,4265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2,1998,1,1,0,0,1,1,13,0,3075,3150,3180,3210,3215,3240,3355,3360,3370,3375,3740,3795,4265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2,1999,1,1,0,0,1,1,13,1,3075,3150,3180,3210,3215,3240,3355,3360,3370,3375,3740,3795,4265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2,2000,1,1,0,0,1,1,12,0,3075,3150,3180,3210,3215,3240,3355,3360,3370,3375,3740,4265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2,2001,1,1,0,0,1,1,12,0,3075,3150,3180,3210,3215,3240,3355,3360,3370,3375,3740,4265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2,2002,1,1,0,0,1,1,12,0,3075,3150,3180,3210,3215,3240,3355,3360,3370,3375,3740,4265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2,2003,1,1,0,0,1,1,12,0,3075,3150,3180,3210,3215,3240,3355,3360,3370,3375,3740,4265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1942,1,1,1,0,0,0,1,1,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1943,1,1,1,0,0,0,1,0,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1944,1,1,1,0,0,0,1,0,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1945,1,1,1,0,0,0,1,1,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1949,1,1,0,0,1,1,1,1,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1950,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1951,1,1,0,0,1,1,1,1,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1952,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1953,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1954,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1955,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1956,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1957,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1958,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1959,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1960,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1961,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1962,1,1,0,0,1,1,2,1,3180,3460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1963,1,1,0,0,1,1,2,0,3180,3460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1964,1,1,0,0,1,1,2,1,3180,3460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1965,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1966,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1967,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1968,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1969,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1970,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1971,1,1,0,0,1,1,2,1,3180,3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1972,1,1,0,0,1,1,2,0,3180,3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1973,1,1,0,0,1,1,2,0,3180,3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1974,1,1,0,0,1,1,2,0,3180,3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1975,1,1,0,0,1,1,3,1,3180,3665,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1976,1,1,0,0,1,1,3,0,3180,3665,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1977,1,1,0,0,1,1,3,0,3180,3665,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1978,1,1,0,0,1,1,3,0,3180,3665,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1979,1,1,0,0,1,1,3,0,3180,3665,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1980,1,1,0,0,1,1,3,0,3180,3665,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1981,1,1,0,0,1,1,3,0,3180,3665,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1982,1,1,0,0,1,1,3,0,3180,3665,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1983,1,1,0,0,1,1,3,0,3180,3665,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1984,1,1,0,0,1,1,3,0,3180,3665,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1985,1,1,0,0,1,1,3,0,3180,3665,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1986,1,1,0,0,1,1,3,0,3180,3665,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1987,1,1,0,0,1,1,3,0,3180,3665,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1988,1,1,0,0,1,1,3,0,3180,3665,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1989,1,1,0,0,1,1,4,1,3150,3180,3665,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1990,1,1,0,0,1,1,4,1,3150,3180,3665,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1991,1,1,0,0,1,1,5,1,3150,3180,3665,3740,4020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1992,1,1,0,1,1,1,6,1,3150,3180,3665,3740,4020,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1993,1,1,0,1,1,1,5,0,3150,3180,3740,4020,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1994,1,1,0,1,1,1,5,0,3150,3180,3740,4020,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1995,1,1,0,1,1,1,5,0,3150,3180,3740,4020,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1996,1,1,0,1,1,1,5,0,3150,3180,3740,4020,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1997,1,1,0,1,1,1,5,0,3150,3180,3740,4020,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1998,1,1,0,1,1,1,5,0,3150,3180,3740,4020,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,1999,1,1,0,1,1,1,5,0,3150,3180,3740,4020,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,2000,1,1,0,1,1,1,5,0,3150,3180,3740,4020,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,2001,1,1,0,1,1,1,5,0,3150,3180,3740,4020,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,2002,1,1,0,1,1,1,5,0,3150,3180,3740,4020,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20,2003,1,1,0,1,1,1,5,0,3150,3180,3740,4020,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
31,1982,1,1,0,0,1,1,2,1,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
31,1983,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
31,1984,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
31,1985,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
31,1986,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
31,1987,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
31,1988,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
31,1989,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
31,1990,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
31,1991,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
31,1992,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
31,1993,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
31,1994,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
31,1995,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
31,1996,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
31,1997,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
31,1998,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
31,1999,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
31,2000,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
31,2001,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
31,2002,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
31,2003,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
40,1942,1,1,1,0,0,0,1,1,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
40,1943,1,1,1,0,0,0,1,0,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
40,1944,1,1,1,0,0,0,1,0,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
40,1945,1,1,1,0,0,1,2,1,2550,3010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
40,1946,1,1,0,0,0,1,1,0,3010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
40,1947,1,1,0,0,1,1,2,1,3010,3075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
40,1948,1,1,0,0,1,1,2,1,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
40,1949,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
40,1950,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
40,1951,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
40,1952,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
40,1953,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
40,1954,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
40,1955,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
40,1956,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
40,1957,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
40,1958,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
40,1959,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
40,1960,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
40,1961,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
40,1962,1,1,0,0,1,1,2,1,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
